,timestamp_TW,uuid,ucid,upid,problem_number,exercise_problem_repeat_session,is_correct,total_sec_taken,total_attempt_cnt,used_hint_cnt,is_hint_used,level
14939929,2019-06-04 17:30:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,I/598ZmMIMeI5NdTNKVBHbbhAMhZA3QRabeZhQ/ddL8=,71DYuvfuU9+0lPuvT7+B58XtN3er4B3rdcDB/y0OGac=,11,1,0,11,1,0,1,0
14941219,2019-07-24 22:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,ncpSV/Tw2uD3d5TPnUjjXA+mqgn81thyxj8FxznUxZY=,+7vh6Sm0jInzWUu4Hfp8rVxg8bwVMPG1leErECnOoO8=,8,1,1,2,2,0,1,0
14941583,2019-07-15 09:45:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=,fJcVvyfvi1rFWIo2GLUf/G5wyXGUb/Sge4FBUyYvADU=,8,1,1,49,2,0,1,0
14942091,2019-07-24 11:45:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,SJ3oFp7EryIlYanhtkVHYkcAHmEcCaQdGR6MmCR0mzs=,guLpmJhMDbvfT7aOd2TJ9aqCYJoLn15pxUOIryqSk4E=,3,1,1,70,3,2,0,0
14950784,2018-09-18 21:15:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,5KQ7wVusODIGXeR77YTjuxxWFJmiYmgbaEGhEYj+nLA=,vL7WyKoLVtTmEeXx+LsaaxkQP4NU8gFG1BXAraUH1Uo=,5,1,1,384,5,3,0,0
14952098,2018-09-30 20:15:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,w3a6Wk12CqIrUktZei2Z0W3Rf8xdgEdjIW9QX0MWIf8=,1FPLtEIhgzubtWWQkHdVYCYqhZrRjrFhJWIwo2W+F+4=,10,1,0,6,1,0,1,2
14954858,2018-10-02 22:00:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,dp0m1kS6Bygoksx9S/gkBqTcWPoglbf1HT3Ma3U3N8U=,4YTyU1NeJhqrybIThKGddJ58NXfd6e14SNznaOEMv84=,10,1,0,9,1,0,1,3
14962387,2019-07-16 10:30:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,5gAwpmADo34wxzAw/auRsRgPsj+RvWPNWhOj3SdP0Ss=,VHphVUrkiTQiguDrqIuDmJB+dxevm3lzenHzIJfQ60k=,46,4,0,33,1,0,1,1
14967473,2018-08-20 22:00:00 UTC,yPekXx1Zrv1pFIccXt4YcifgY0zodFpUk/JTNP41wlo=,JcrFXI7wzq/14kZRPCdix3feq0/yQh1gHU06bGQwNBE=,VdoORV7H2wfJ9n/+keMi3UIxqwtzJLAaPekh7VgBElA=,4,1,0,8,1,0,1,0
14967604,2018-08-24 10:00:00 UTC,+LOEhC1Af8u5reucTjugcN+qEoCecDA+jvHBpUSFJMY=,5ONBvVe9aUAWqO62Iz9waAwTucWIMbiDHCrXaLI33gI=,GXnw2Vc3Ox0SEus03r/iQ6R43wJm4v3g4OCbebzKeFM=,4,1,0,31,1,0,1,0
14968175,2018-09-21 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,PGbCr6wCmzlyPoKCBQv8aOM0NW8HVk4PW+IU4iR6GRI=,bRkbJBk7dJS3ntZnaj6TDNap3jA8kTpsde4Vg5DVjHU=,5,1,1,17,2,1,0,0
14975671,2019-07-17 23:00:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,K4GS8qPmRPsosinHUMiie4K4rcAVcF05OI/bcQqHJdc=,0wCH2bwvJVDLx5FQFD7FeyhJ2l4JrM0/nGyrUSi/rjo=,2,1,1,243,4,4,0,0
14977502,2019-07-18 12:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,0hKXPT2iK/182EPLj3c5qePYUT84KU4JI+P/t6nnmBk=,mAB3QAiXhn5u1Ubs1gIPLu0o2bHZVQAAgXawpyGaQs8=,3,1,1,61,2,1,0,0
14980882,2019-07-21 16:30:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,GF75cBxmQVNyy22Jr1Y+46Uk1eSmfjPm+W+v6nLnqBk=,xGk4YLnCptt1N4zcmewo0GNweX8F74hY09wjS/76izo=,4,1,0,94,1,0,1,0
14982803,2018-08-24 10:15:00 UTC,+LOEhC1Af8u5reucTjugcN+qEoCecDA+jvHBpUSFJMY=,psOl97Npo5l16YVN2pmzdl20PaJ8JJBhPfoVVdDMiHc=,xGRvgGeGzrq+gGmZPkiHU/qEh+MxQ009WLPuJ1JhESU=,8,1,1,13,2,3,0,0
14986675,2018-09-29 23:00:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,w3a6Wk12CqIrUktZei2Z0W3Rf8xdgEdjIW9QX0MWIf8=,S3OX5Dd7rPC0qgjViOHjH6xx9sGqBdo4MTtAWl2MbDc=,7,1,0,17,1,0,1,2
14989221,2018-09-21 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,pHm5o9NLjlO2lXB7CH2U80qF20rcHwHgxaIwnQiSd/c=,DIBnbUCdXcizZ9OBVcdiv7qN/B/DCL2l8s/DzxGenR8=,7,1,0,5,1,0,1,0
14989524,2018-10-24 09:00:00 UTC,8ye9bP6tb2KfFjSRd6LlJDnU9p2DL4iDRaqmW3gMShk=,NLhQTo2U/eLlj+b97VT0UnW05Kshl68Axud4WJDoqwY=,zKrXEie+TnTbZeDXM6ht/f34JeHtJ5gWfAXFQsFi1EE=,2,1,1,119,1,1,0,0
14989957,2018-10-23 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,rrZveAGxgrsKF1qL65AmLVqda8Zbg24xqWyj34qac9c=,YgLMDTfMs7sh1Iy5Nw4pQ0nr3ua3zKwuyiRCZ6K2Kk8=,43,3,1,8,1,4,0,0
14990135,2018-10-16 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,RKkxBe+3Z33I75tZfZ8EY7LtVnN5QEfE8O0y6bPFCeo=,xtb6dzI2AH6g2QxSK8x7hxoi+wJt2InkMfekwgr4GRk=,5,1,1,15,1,4,0,0
14990486,2018-10-23 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,rrZveAGxgrsKF1qL65AmLVqda8Zbg24xqWyj34qac9c=,ukHhfy/F7Zi2YySnGzmM5RbK5UOnf3a0dlB4vL8XquU=,51,4,1,13,3,4,0,0
14990985,2018-10-30 15:45:00 UTC,NSVTflWsrZ9ik5sY+GUmTHKFULU3nW/GHeDOyebRNCQ=,UqfpH7HCLC3Ct5Qj8lQ5MA9fzVPZBoROdRbVJpqQRs8=,R8XTDhjEAEyzId1Ft5tDOcQjbEFXx3D81nxSAd/m8UI=,10,1,1,24,2,1,0,0
14991269,2018-10-25 12:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,HMhzLW9miVf0WLDDX9F7g67mAm9td0TfHSo8TeZQj5M=,VwCqEBVACpbvUews13OKvqTApzJd6RA/+hy+4zERLeo=,3,1,1,16,2,1,0,0
14992511,2018-10-16 10:00:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=,uu4kaZp2bdqxQUSuw4k8Ac0Wf4zhpThTcKMnF6Wx9fY=,5,1,0,30,1,0,1,0
14994956,2018-12-07 16:30:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,HiffIWPAC1YJDwu8WRYatMOmxW/ufbs1/6A6HoWj1dU=,FKwrQPwMyFpmEO959X+ehKx0BCGZ7IBZNLH1ov1Xoas=,12,1,0,3,1,0,1,0
14995206,2018-12-26 22:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,vANSd42hTmOLeN7SdvJlNigKaY6CjHCx2iVDaWBVKgE=,ExMbeEpbEQZlub+tokrVLHct7hiRE4L7bxEWKoRWiRM=,75,5,0,48,1,0,1,3
14995272,2018-12-12 14:00:00 UTC,Ak47yNgwKXMoUS2aALWRhlcGYz6gXgYIu+7YsCwH70Y=,aQtj+vhFKWn0qz527tbi3q254EkieQ0rqf8dS5yw+m0=,pzHL7imbqbojeQYM6fUXRq/IJK8LvQE2cF3sd+Oz8wM=,13,1,0,6,1,0,1,0
14996697,2018-12-17 16:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,MefOHEpHMbpSlIglmM0dFv9PLECXPNiRwF5qFmNSncA=,zgrZm91FLLGf1wSV7eyKs5AFnbZhSYjG4ejggGZaAbw=,12,1,0,11,1,0,1,1
14996990,2018-12-18 13:00:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,5GSDEOPz8ykUYPVBbe6s8+TAN1rUxtQgcpirWtxAP30=,cWknYUiWHo2BpvV6T2ydfD2ebVC6cPTceWvoxoiDgHo=,6,1,0,11,1,0,1,1
14997050,2018-12-07 08:30:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,gpzB0k8E8rfNWqMLhPK2MTqX0O3neWD2M7U3NuU1SJ8=,OvTQ1KVLDJ4/gnvChveX8fh6rXZcltnz/OPArGelgxQ=,7,1,0,7,1,0,1,1
14997757,2018-12-06 13:00:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,OVGQBBcCHSOyJ89uwY+z15n2iuZYrv8Tajf37jiGzqc=,I+Etb6ZJ0oloxNeRoRVIrEIOqk2QENi59bH0xN68GVk=,7,1,0,16,1,0,1,1
14999151,2018-12-13 17:00:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,SkN/5zphtv5ctUPsh3QRmLCj0yp23MT9pzr5EDFZe/8=,8eNkSleAQzQ9E/CDTZcF1Y1iszMDPWYmYdmm6f1yWik=,6,1,0,45,1,0,1,0
14999593,2018-12-13 16:30:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,PZiMEThYIWDp5LXaqdNHdOfMunTBCS2DXk0x9ctcOzk=,2gLmIL7yw98YS4ZBUBjUk9FGw07fzNmh0PWxKrg29wg=,5,1,0,47,1,0,1,0
15001228,2018-12-20 16:15:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,/dE70lhbWnFlB1v+ZQBYpQu2XDmodq4HYiBDGZRw3+o=,FcIuWGGxWqXEonXWjkq/pmThVNDmK5HJU2G8mXR5qao=,2,1,0,49,1,0,1,0
15001611,2018-12-13 12:45:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,eckDRfpc73OUXcSW4vV+4Y6JZaIfSERP9bUZIrNtLyM=,NSRe0PfXv0JB/Jn9ZhJFB7jZejuhZ4hycY8QGTrWR4c=,3,1,0,14,1,0,1,0
15004125,2018-10-01 13:45:00 UTC,TjPY9v6Fk+ma6KB+ZkSz0KZm+MdmWFr8FX3Hu20fApM=,tOR47i7wGbuHkGxkhX9tHItMHHuJtAttsvHDOjDRVOw=,BKPtcalIzBudO8VI5rgD33h+Ojh/N6bTNKfaUyDi4XI=,3,1,0,10,1,0,1,0
15005309,2018-10-30 15:30:00 UTC,NSVTflWsrZ9ik5sY+GUmTHKFULU3nW/GHeDOyebRNCQ=,O5REHVmAHn7gqbV004+NYosaXTrsEuiqcIORcWSdXXY=,Jh2zTwVroyETNlM5sAc+pHJwZwm1GXhUdFdifIErDh8=,2,1,0,116,1,0,1,0
15005321,2018-10-23 17:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,U2kVmFcvfYHpuYGFYE9P/5A//cmtFnXpxBQYS9yWaiw=,xwX5gPxNTCxU5VXVh5QP5ECvAUVmT5Ww2kKcWqt/3m0=,6,1,0,18,1,0,1,0
15005709,2018-10-01 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,NoiGICCqJdvFmvy6LlcPw0m5SH7C7FO4TMbJHCdlRz4=,VCrZlhWtqCvp0wlJf+OGDdpEO8LOdVD6yIYyBmIDAh4=,7,1,0,6,1,0,1,0
15008301,2018-11-21 13:30:00 UTC,Ak47yNgwKXMoUS2aALWRhlcGYz6gXgYIu+7YsCwH70Y=,5ONBvVe9aUAWqO62Iz9waAwTucWIMbiDHCrXaLI33gI=,VMjGU83inJYJ8SEzYZs4lTiGlfSHMp2SbqAxjbMecRc=,1,1,1,19,4,3,0,0
15012410,2018-11-19 16:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,XPjtEuV2qgexNe8re/JecZlBLnzABLhXY2kd8BFHlRg=,jr8ZiATsKTss+0zfhhyJKZ9oiIoAVRXHH+Me4+T8GPw=,4,1,0,12,1,0,1,0
15017060,2018-12-11 17:00:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,bdWR70qmnAJIvbK4o/p60bDY5QbnX2vaRkVdg1s1DZk=,jSUq1YRJSjlmd+oCUN3Rc670+14OI/xrGL+l4xt2KnE=,7,1,1,179,11,2,0,0
15018494,2018-12-26 21:15:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,NNDeofPcfsq3nkylBjexLeCKrf/SETj91zj7YGiS0FE=,82pLlBV9a9BAb4y2Vw0I+qZbxdx14Jhupvb3wwa2ROU=,17,1,1,39,3,0,1,2
15019712,2018-12-27 16:00:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,JLq4ipDD2gaVkE/NL1l6a3pfa1VXclx0VegIpE9bj5Q=,sqrTkIwXdENBIPkJXPUh+7M3TdugfGNMGt2XDeMUVdU=,15,2,0,36,1,0,1,1
15028315,2018-08-16 09:00:00 UTC,+LOEhC1Af8u5reucTjugcN+qEoCecDA+jvHBpUSFJMY=,ptoq0DfX5wthTe3dAIOp8nh+CYffpkOTH0Y5myecBVc=,jf075V289cN83hpebsGQUw3Fy3ZnX63gVSNdWqU/27I=,1,1,0,19,1,0,1,0
15030916,2018-09-28 21:15:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,w3a6Wk12CqIrUktZei2Z0W3Rf8xdgEdjIW9QX0MWIf8=,M2VxSHXWzqHMkyXllXyimb92BGVkbFohrZeJwdQdhIM=,1,1,0,10,1,0,1,0
15031720,2018-09-19 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,tOR47i7wGbuHkGxkhX9tHItMHHuJtAttsvHDOjDRVOw=,TyofZJLYTB5ITdp/jflMInJmvKDmSzy4/R52oV8bwKY=,7,1,0,23,1,0,1,1
15031975,2018-09-30 11:00:00 UTC,QCNXGnKbcSS9WfPo0QmpjND7JQWh9RPbBdqiuEiJ9Lk=,MT7C8JLJuKRBwbHC7sjLfteRuwqBae+IlGh/2pBtUX4=,q/l6p/a5hEOhOnDJ6CXeugeyNoAafZGb8EdfCyilsYE=,4,1,0,32,1,0,1,0
15034973,2018-10-30 15:45:00 UTC,NSVTflWsrZ9ik5sY+GUmTHKFULU3nW/GHeDOyebRNCQ=,f7095rj+E71WXpZHXMkEExF0RcHXLX3GBHaoIK6/1GM=,N0qTDZziHYSmYQiu0FwgwJq56XaerFmwKUCPfFYpH2Y=,1,1,1,25,1,3,0,0
15034998,2018-10-31 15:15:00 UTC,NSVTflWsrZ9ik5sY+GUmTHKFULU3nW/GHeDOyebRNCQ=,nBwPY4ITPn4irJXI7w5Vv522X8MdSZdwqehjg03kgBE=,VO/z6whdMAHCulw7zAt/tf9pNRif4U3ZnkyHgYH86QA=,7,1,1,10,1,2,0,0
15035006,2018-10-09 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,JcrFXI7wzq/14kZRPCdix3feq0/yQh1gHU06bGQwNBE=,jpYQKk4Sn/WMDHeQaIEm0BLPPZw+0/IPMIz5nVR36Fs=,9,1,1,6,1,3,0,0
15037893,2018-10-29 20:00:00 UTC,4x0V+hCIYpGelduIzTyMNF/6NtZvMVbpD0NUe3ro8hI=,wZ49H8xuqS5c5fox/rUaZgS6R/TVKJkjRnvzEjrSOa0=,ce9V2iaci5uot7D3aCIDQPOZaVx1iRDKtd3KAAWjMlk=,5,1,0,5,1,0,1,0
15038389,2018-10-27 21:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,rp9yfKKSxDxu3W+c66zfqMEOPAFoBxPk/WXvxBAXfUo=,ry17W67zBVh64pNtU+kxv1eyRlOW9jSkkXGNspuUwHo=,2,1,0,9,1,0,1,0
15043074,2018-11-27 17:00:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,5KQ7wVusODIGXeR77YTjuxxWFJmiYmgbaEGhEYj+nLA=,3yZURZlGZic/RYwJNNzS6x8R1sARDA9QgHyl44VBFv0=,2,1,1,16,1,3,0,0
15044827,2018-11-30 13:00:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,6Vtsi+hGTu16nZLlswQ3+aM8hW2uGguuyNci1tt2FGA=,RaUgSrse1xJ8OCpG8b92OqUWR55rde8ennAw9P9WdYk=,7,1,0,38,1,0,1,0
15045440,2018-11-05 20:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,dVKfHzCsi1dOBhd343bsUNF4dowsiANnvRBkWqToitg=,x3QK7Rx5zIDFuRq1bT1wE8TAqW1Q0RkNSr1BbzdOoMU=,2,1,0,4,1,0,1,0
15048671,2018-12-24 16:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,cvjFCVBHPMRGgHN646n278rct/tKIPgmtYIu9XsyGe0=,aAI3FumMDJ67azVN3cIw5OmfSFoKg36XQqcmyxKkhqE=,34,3,0,9,1,0,1,3
15050906,2018-12-20 12:45:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,iCI6VPG9JvYhgJi7cBepbWJUtUoFgOO/HrhSwkumLO8=,tZvNDgk1kSM9NjCinhdoOPg5BalRPgLP15/KKxwXRtE=,6,1,1,73,2,0,1,0
15051718,2018-12-17 16:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,vANSd42hTmOLeN7SdvJlNigKaY6CjHCx2iVDaWBVKgE=,ExMbeEpbEQZlub+tokrVLHct7hiRE4L7bxEWKoRWiRM=,1,1,1,51,1,1,0,0
15052888,2018-12-22 09:15:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,F4GmvS4Bi2uZWkbTIc/2nAey1+AXYlAgQWpQcuY9HOA=,ILoq6ulYxJIhjDkI7oGj7XtYo2W6Zwq/1WV+Zlk7vtk=,11,1,1,95,4,3,0,2
15054242,2018-12-06 15:30:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,MefOHEpHMbpSlIglmM0dFv9PLECXPNiRwF5qFmNSncA=,5E5BEWnpvraVShDCvdW02AlRUFP5cRzKr9XnomJmKik=,1,1,0,13,1,0,1,0
15056422,2018-10-16 16:30:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,nds7oVk2a6yC/6tk1sTPm75v/0ZPkvrJ00WGmYRciOI=,kPgRxyOHHz4ZpAa2Wzme+L3MdQQa9Sl5yDEirAE3uog=,24,2,0,397,1,0,1,0
15063337,2018-11-19 13:00:00 UTC,fQnb3lzosPacNsUgP6E/+mfKEbXYYiDifqRell7OiIQ=,5svTX6dhnFB2BXkiQO1O2qKKYggIy5f5KlvnEVntVhM=,moLoXki0QfDZKSHy4hj/C8F+wO7gzZxXsV8moQpnubE=,3,1,0,7,1,0,1,0
15063753,2018-11-19 13:15:00 UTC,fQnb3lzosPacNsUgP6E/+mfKEbXYYiDifqRell7OiIQ=,Lhd00PvCdq23PNggSHEbszeZ68vTRWdg6MmaBD1kEZ8=,kJFJHPYBGcvcJUlTNS0aPT9G6VxVhGNPRfECtqBIBLA=,2,1,0,18,1,0,1,0
15065277,2018-11-26 13:45:00 UTC,TjPY9v6Fk+ma6KB+ZkSz0KZm+MdmWFr8FX3Hu20fApM=,LIglPayokICs9zOBBba+6/GlGrg6tTHTfZ2ahuKWfNk=,8TW8FG+XtS7da2TXFHi/Psy+ZQCYXbsxM2tlRhZl3q4=,7,1,0,31,1,0,1,0
15066663,2018-12-10 12:45:00 UTC,fQnb3lzosPacNsUgP6E/+mfKEbXYYiDifqRell7OiIQ=,JZfQaPLUEZBed+XMOOWufLndpgukChiiKsqH/d+cxlI=,/9otZh9H7a+25P5yU6ReXXlYF+9NUhMoyWzkeDmoqZE=,13,1,0,17,1,0,1,2
15067238,2018-12-20 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,vANSd42hTmOLeN7SdvJlNigKaY6CjHCx2iVDaWBVKgE=,phA3abpFED0Gp70ngQJkQqLmyjc7bAYytKZp5KaJpWY=,34,2,1,52,3,1,0,0
15068969,2018-12-11 13:00:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,v0QQMEqKJpDj2celSchjacrZA92MTrfjIWGDYbugu6k=,AMONougb73XS8p5dTE7Db5PUSfR5O9Lq24tFrIIk7p4=,12,1,1,65,1,5,0,0
15071095,2018-12-29 17:00:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,vVpSKAMQbTMvtdERR0ksOeRmmaFt0R210t4Z//0RpPA=,hrmKE0imHjePu2GzfXtwu4+Zgwpv+RZultXf1AHxqT0=,8,1,0,46,1,0,1,3
15073963,2019-06-20 08:45:00 UTC,llR7iuPXJXXrJ0uyolSwJqzpNd5UODNL0gBKUjNtuE4=,GWrfasljlyqZ+UNT8MRgzzxZcKQFFHyQVMnG7T7Wre8=,cAG7QnVTNomxLWjt/Era8nscH3vMIE/A5AKjBJKmhhw=,16,1,0,8,1,0,1,1
15085880,2018-09-22 12:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,IttU7X/dI6br6pFlzFNdqVSEFYzU5wvX2yFKtVdqbjs=,rjIpGlEcTcanquaeW7OX5j51KlU89qV3Ht7fQpU2oGA=,7,1,0,27,1,0,1,2
15086136,2018-09-20 12:30:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,4p305X/NqL1Zx9j6BDJEpiQx090kFF3o/LTTGJt5s/E=,r57/xYz66sHunnXiV19e9Fpw2ddBvLTzNrRyYgZtr7k=,3,1,0,17,1,0,1,0
15087729,2018-09-30 15:15:00 UTC,QCNXGnKbcSS9WfPo0QmpjND7JQWh9RPbBdqiuEiJ9Lk=,clP2+ai8jg0m7J92YX2RrRzXyBa4jLyja5WruzDuOZ0=,ltQvd0KMVxpbHIvR2rGNjwrCuAVn3L5t5EJ66dA7cTc=,3,1,0,46,1,0,1,0
15091828,2018-10-03 14:15:00 UTC,Ak47yNgwKXMoUS2aALWRhlcGYz6gXgYIu+7YsCwH70Y=,+odAMeNn6DqBHYkdD0fKH59bzQMwJTqsCW9nqJ1etcI=,0fjhZNi/w8giMw87ASg8IkSCUJLRKAkvDvpeBxFjwsM=,2,1,0,51,1,0,1,0
15091964,2018-10-28 19:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,jImuGvSym6odgRoYw7vgkq4HUbmJ1tDW9fq6bo/yN5s=,/c+40vWsbpBV8+OXFbXkIm8iUOWoz4MQNoKYBSKtK8g=,5,1,0,11,1,0,1,1
15096975,2018-11-21 18:45:00 UTC,Dq4uCsNL9/pg7BcNMwuUB156IW9ELoXMZEBIxeBRhAs=,WzvugOYA7I7EAC0ty8LiMKIA+9T/CYrBJx5dG+/QcMw=,uGSVt8IdWFb1F2wGfFhS/7NtH9+9hdvcnVSVVFwFxVE=,1,1,0,97,1,0,1,0
15099303,2018-11-16 13:00:00 UTC,fQnb3lzosPacNsUgP6E/+mfKEbXYYiDifqRell7OiIQ=,9mYZdVIanfb2q60ypmKFtC5A+DcaoFToPY67MkZPrxs=,EnGI0B1LknR8/IK6fOZsNu/4KRFIU5eHYteOvbmpLAQ=,4,1,0,15,1,0,1,0
15101210,2018-11-11 20:15:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,hWfAiJgEzK9NSh1jxPBGRiCGV+lYwQ/qoXFxJbFyoWM=,tzheKSEh417wBjopmboC/zbmsUwRmBVoJHdUSARceYo=,5,1,0,7,1,0,1,1
15102861,2018-12-17 12:30:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,cvjFCVBHPMRGgHN646n278rct/tKIPgmtYIu9XsyGe0=,ReGFaNvpeUeqonwRN7lap02338YfpB78jQ3DlO6iStM=,3,1,1,92,3,1,0,0
15104480,2018-12-04 17:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,GKsTLPdjoFT5L8MFLduUaKOBTgtAz0RjoP8E5qYsmF8=,1fRzjZgf6SThiIiQMc8HEQYDuWZDPAxK9695kbUcgqI=,9,1,1,113,5,3,0,0
15108599,2018-12-10 13:00:00 UTC,fQnb3lzosPacNsUgP6E/+mfKEbXYYiDifqRell7OiIQ=,JZfQaPLUEZBed+XMOOWufLndpgukChiiKsqH/d+cxlI=,Mjct07Fr57lOeAUvKkFTBpWQeHnSDygPMLsOslVrqmk=,58,3,0,4,1,0,1,2
15110153,2019-07-24 22:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,h+NYyIV/YL/gV0WjaGT5tfnqaubKmWS6ytdWBeSLFjc=,wCdDI49wbod7DK+ygoBm8edMvnvdg6PFLfD7LVa+mJ8=,3,1,1,32,3,0,1,0
15110836,2019-07-05 16:15:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,v0kd17IRi6S3Pb5Go3lcsG8G+brOsfhuCLG95fqRhY0=,8FES0TBRYJNqkReeH9aKJyVRapZYPcsFiXJeT1Jr63Y=,25,1,1,159,2,0,1,2
